pair_id,doc_id,base_doc_id,contra_type,premise,hypothesis,label,kind,premise_idx,hypothesis_idx
107,3489738267_6,3489738267,Content|Perspective/View/Opinion|Negation,"They had rented the villa from March 14 to March 22, and were later hospitalized.","In an email to CNN, a spokesman for Terminix wrote that the company is ""committed to performing all work ...",0,in_doc_negative,5,25
108,3489738270_2,3489738270,Content,"Kennedy International Airport on April 1.Shortly after the plane arrived in New York that evening, Felix was found somewhere on the grounds of Kennedy Airport, according to Etihad Airways.Felix was able to get loose, Stewart said she believes, because the cat's plastic carrier was badly damaged at some point either during the flight or the transfer from the airplane to the pickup area.","Nearly one week later, Felix remains missing.",1,gold,4,8
109,3489738270_2,3489738270,Content,That cat was eventually discovered -- alive -- two months later in a customs room at the airport.,"A wildlife biologist who works with the airport has also placed traps to facilitate Felix's safe return, according to the Port Authority of New York and New Jersey.",0,in_doc_negative,20,23
110,3489738270_2,3489738270,Content,It isn't the first time a pet has gone missing at New York's busiest airport.,"American Jennifer Stewart says she was devastated to learn that Etihad Airways lost her most important baggage following a recent trip from Abu Dhabi to New York City: her 2-year-old pet cat, Felix.",0,in_doc_negative,18,2
111,3489738270_2,3489738270,Content,Stewart said the couple will continue to search the airport until they have answers.,"Officials at Kennedy have offered to assist Etihad Airways as the airline investigates what happened, the Port Authority said.",0,in_doc_negative,25,24
112,3489738270_2,3489738270,Content,"This weekend, Stewart enlisted the help of a local nonprofit, which provided a highly trained detection dog, to help track down Felix's scent.","Kennedy International Airport on April 1.Shortly after the plane arrived in New York that evening, Felix was found somewhere on the grounds of Kennedy Airport, according to Etihad Airways.Felix was able to get loose, Stewart said she believes, because the cat's plastic carrier was badly damaged at some point either during the flight or the transfer from the airplane to the pickup area.",0,in_doc_negative,22,4
113,3489738299_4,3489738299,Content|Negation,"The officer initially said that he did not use a Taser on Scott But Scott never got the Taser or used it on the officer, Santana told NBC.","The officer initially said that he used a Taser on Scott, who, Slager said, tried to take the weapon.",1,gold,21,6
114,3489738299_4,3489738299,Content|Negation,"The men struggled over the device, with the suspect taking the Taser and attempting to use it against Slager, the newspaper reported.","The officer initially said that he used a Taser on Scott, who, Slager said, tried to take the weapon.",0,in_doc_negative,30,6
115,3489738299_4,3489738299,Content|Negation,"he saw Habersham ""administering chest compression to the defendant."" North Charleston Police Chief  Eddie Driggers was asked at a news conference this week whether CPR was performed on Scott.","The passenger's identity was not given in the report, but the officer said in the report that the passenger was detained.",0,in_doc_negative,49,36
116,3489738299_4,3489738299,Content|Negation,"The passenger's identity was not given in the report, but the officer said in the report that the passenger was detained.","When EMS and first responders arrived, EMS took care over providing care to the driver, who was pronounced deceased a short time later."" Habersham, in his account, did not mention performing CPR.",0,in_doc_negative,36,44
117,3489738299_4,3489738299,Content|Negation,"Banias, said he was heading to the scene about 10 minutes after the initial call.",What we know about Officer Slager .,0,in_doc_negative,32,54
118,3489825751_5,3489825751,Content|Perspective/View/Opinion,"The individual members of the fraternity will likely be considered public figures, and not private individuals; As for the other fraternities on campus but not implicated in the story, that's likely a group that moves from the small category to large, and the members of Greek life generally will have a harder time bringing a lawsuit.","But the Rolling Stone article certainly purported to be fact, and it apparently is not exactly what the law considers ""true."" The individual members of the fraternity will likely be considered private individuals, and not public figures; the latter have a harder time proving defamation.",1,gold,31,8
119,3489825751_5,3489825751,Content|Perspective/View/Opinion,The Supreme Court has been clear on the issue of libelous statements about the government: The government cannot sue for defamation.,"On the other hand, Rolling Stone's lawyers would likely argue that the group is so large and fluid (after all, the membership changes somewhat every year), that even though the fraternity's reputation is tarnished, the members have suffered no individualized injury.",0,in_doc_negative,18,30
120,3489825751_5,3489825751,Content|Perspective/View/Opinion,"Neither can pure statements of opinion, because they theoretically cannot be either true or false.",The UVA situation is not your run-of-the-mill defamation case.,0,in_doc_negative,7,36
121,3489825751_5,3489825751,Content|Perspective/View/Opinion,"Now the fraternities, starting with Phi Kappa Psi.",True statements cannot be defamatory.,0,in_doc_negative,20,6
122,3489825751_5,3489825751,Content|Perspective/View/Opinion,The Supreme Court has been clear on the issue of libelous statements about the government: The government cannot sue for defamation.,"A plaintiff in a defamation case must show that the statements were ""of or concerning"" the plaintiff.",0,in_doc_negative,18,22
123,3489825760_4,3489825760,Content,1 .,1 on Adult Pop Songs .,0,in_doc_negative,10,90
124,3489825760_4,3489825760,Content,She's currently recording her debut EP.,"""Funk,"" thus, leads the Hot 100 and its three main component charts (Digital Songs, Radio Songs and Streaming Songs) simultaneously for a record-extending ninth week (nonconsecutively).",0,in_doc_negative,105,56
125,3489825760_4,3489825760,Content,Ask Billboard: Will 'Uptown Funk!' be the Hot 100's No.,"13, ""End of the Road,"" Boyz II Men, Aug.",0,in_doc_negative,44,42
126,3489825760_4,3489825760,Content,"2 for eight weeks), is off by 2 percent.",Weeks at No.,0,in_doc_negative,61,23
127,3489825760_5,3489825760,Numeric,"""Funk"" logs a 13th week atop the Digital Songs chart with 200,000 downloads sold ""Funk"" also leads Streaming Songs (16.2 million U.S.","""Funk"" logs a 13th week atop the Digital Songs chart with 165,000 downloads sold (down 12 percent) in the week ending March 29, according to Nielsen Music.",1,gold,51,48
128,3489825760_5,3489825760,Numeric,"14, ""I Gotta Feeling,"" The Black Eyed Peas, July 11, 2009 .","One song is new to the Hot 100's top 10: La Rose's ""Somebody,"" featuring Jeremih (13-10).",0,in_doc_negative,28,100
129,3489825760_5,3489825760,Numeric,"On Radio Songs, it pushes 9-6 with a 23 percent gain to 86 million.",Weeks at No.,0,in_doc_negative,85,8
130,3489825760_5,3489825760,Numeric,"""Earned"" (a possible contender for No.","1 "" I Wanna Dance With Somebody (Who Loves Me),"" as La Rose is a ""huge fan of '80s music,"" as she told Billboard.",0,in_doc_negative,86,106
131,3489825760_5,3489825760,Numeric,"Calvin Harris, Nov.","Mars, Jan.",0,in_doc_negative,19,12
132,3489825761_5,3489825761,Content|Numeric,"Only a few states and the federal government provided kosher diets to inmates So Rich sued the state prison system in 2010, saying its denial of a kosher menu violated the Religious Land Use and Institutionalized Persons Act of 2000, a landmark civil law rights law for inmates whose predecessor was the federal religious freedom law.","At least 35 other states and the federal government, however, provided kosher diets to inmates.",1,gold,38,41
133,3489825761_5,3489825761,Content|Numeric,"After losing before a magistrate, Rich won an appeal before the 11th Circuit Court, which cited ""the defendant's meager efforts to explain why Florida's prisons are so different from the penal institutions that now provide kosher meals such that the plans adopted by those other institutions would not work in Florida."" Recently baptized in the Sikh faith, Kawal Tagore went to her job with the IRS in Houston in 2005 carrying a new religious item: a 9-inch kirpan, a small ceremonial sword that resembles a knife but has an edge that is blunted or curved.","""The government has never explained why it has accommodated The Native American Church's use of peyote (which contains mescaline, also a controlled substance) but cannot accommodate the UDV's use of hoasca,"" the church said in a statement.",0,in_doc_negative,42,33
134,3489825761_5,3489825761,Content|Numeric,"In fact, it was easier to get a club, lodge or community center approved.","A tea used by a Brazilian faith is to them like wine used by Catholics at communion, but U.S.",0,in_doc_negative,54,22
135,3489825761_5,3489825761,Content|Numeric,"Tagore cited how the government allowed the public to enter the federal building with more threatening objects: real 2.5-inch blade knives and metal canes, said her attorneys with the Newar Law Firm and the Becket Fund.",CNN's Alexandra Meeks contributed to this report.,0,in_doc_negative,46,64
136,3489825761_5,3489825761,Content|Numeric,"Customs agents entered the church headquarters in Santa Fe, New Mexico, and seized all of its hoasca.",Constitution.,0,in_doc_negative,28,56
137,3489825762_5,3489825762,Content|Numeric,"What began as psychological torment, name-calling and humiliation turned into beatings so severe Cifuentes feared for her life.","In 2012, the government established a joint task force for crimes against women, making it easier for women to access justice by making sure victims receive the assistance they need.",0,in_doc_negative,2,54
138,3489825762_5,3489825762,Content|Numeric,"In 2012, the government established a joint task force for crimes against women, making it easier for women to access justice by making sure victims receive the assistance they need.",He is now spending 27 years behind bars.,0,in_doc_negative,54,37
139,3489825762_5,3489825762,Content|Numeric,The government has also established a special 24-hour court to attend to femicide cases.,Senior Program Coordinator Alejandra Colom says the issue of violence is discussed and girls are taught how to protect themselves.,0,in_doc_negative,55,49
140,3489825762_5,3489825762,Content|Numeric,"In many cases, crime is not reported because of fear of retaliation.","According to María Machicado Terán, the representative of U.N.",0,in_doc_negative,23,27
141,3489825773_7,3489825773,Content,"And yet paradoxically, not a single student at UVA has ever been expelled for sexual assault.""After the article published, UVA admitted this but did not change its policy on sexual assault going forward -- although that policy was never defined, so it's unclear what it means.When the story was deleted from Rolling Stone's website, that was lost.","Now it's like, 'If I wasn't assaulted by more than one man then my story is not as worthy of attention.' It's frustrating that this is how rape is portrayed on college campuses because this is not the norm."" Before the report came out, Abraham Axler, the student body president, said that some good had come from the article because it forced UVA to institute new policies and to open up a conversation on a topic that needed to be discussed nationwide.",1,gold,16,34
142,3489825773_7,3489825773,Content,There was a larger message in the article about a purported gang rape that Rolling Stone retracted on Sunday night -- a part of the story that was never disputed: The University of Virginia is under continuing investigation over how it handles sexual assault on campus.,"When the Columbia Journalism School's 12,000-plus-word critique is summed up, it really boils down to this: The mistake could have been avoided if the writer, Sabrina Rubin Erdely, had picked up the phone and made just a few more phone calls to the friends of Jackie who she claimed were with her that night.",0,in_doc_negative,0,22
143,3489825773_7,3489825773,Content,I think this discredits what a lot of survivors go through.,"""Rolling Stone teed that subject up.",0,in_doc_negative,32,40
144,3489825773_7,3489825773,Content,"""I think my problem with it was that this reporter wanted to sensationalize an experience that's not very common,"" Roderick said.","I wouldn't say that everything about Rolling Stone's treatment of that subject was perfect, but it certainly doesn't fall under the same category as their reporting about Jackie's narrative.""",0,in_doc_negative,29,41
145,3489825773_7,3489825773,Content,"Rolling Stone had a line in its original story: ""UVA's emphasis on honor is so pronounced that since 1998, 183 people have been expelled for honor-code violations such as cheating on exams.","They'd call it a ""bad experience."" Others told CNN that there were fraternities with reputations for being ""rapey"" and for using date-rape drugs.",0,in_doc_negative,15,12
146,3489825782_11,3489825782,Content,Cifuentes hides her painful past and avoids helping others.,Cifuentes is using her painful past to provide hope and healing to others through art.,1,gold,9,41
147,3489825782_11,3489825782,Content,"Many consider the Guatamalen National Civil Police, or PNC, corrupt, under-resourced and ineffective.","If approved, it would make reducing levels of gender-based violence a U.S.",0,in_doc_negative,27,62
148,3489825782_11,3489825782,Content,"There are many reasons why, beginning with the legacy of violence left in place after the country's 36-year-old civil war.",But the abuse didn't stop there.,0,in_doc_negative,13,6
149,3489825782_11,3489825782,Content,"Authorities investigating drug-related killings are stretched thin, leaving fewer resources to investigate femicides.",Two years later the attorney general's office created a specialized court to try femicides and other violent crimes against women.,0,in_doc_negative,25,56
150,3489825782_11,3489825782,Content,But the abuse didn't stop there.,Senior Program Coordinator Alejandra Colom says the issue of violence is discussed and girls are taught how to protect themselves.,0,in_doc_negative,6,52
151,3489825782_7,3489825782,Content,Levels of violent crime are lower in Guatemala than they were during the war A 2012 Small Arms Survey says gender-based violence is at epidemic levels in Guatemala and the country ranks third in the killings of women worldwide.,"Nearly 20 years later, according to the Security Sector Reform Resource Centre, levels of violent crime are  higher in Guatemala than they were during the war.",1,gold,10,19
152,3489825782_7,3489825782,Content,Women have started breaking their silence and asking where they can get support.,"With the help of an organization known as CICAM, or Centro de Investigación, Cifuentes was finally able to escape her  husband and get the justice she deserved.",0,in_doc_negative,44,38
153,3489825782_7,3489825782,Content,"According to María Machicado Terán, the representative of U.N.","Cifuentes' case is dramatic, but in Guatemala, where nearly 10 out of every 100,000 women are killed, it's hardly unusual.",0,in_doc_negative,29,9
154,3489825782_7,3489825782,Content,"If approved, it would make reducing levels of gender-based violence a U.S.",Levels of violent crime are lower in Guatemala than they were during the war A 2012 Small Arms Survey says gender-based violence is at epidemic levels in Guatemala and the country ranks third in the killings of women worldwide.,0,in_doc_negative,61,10
155,3489825782_7,3489825782,Content,Cifuentes is using her painful past to provide hope and healing to others through art.,foreign policy priority.,0,in_doc_negative,40,62
156,3499318690_3,3499318690,Content|Numeric,Hannah Dodd was born on 15 May 1992.,"= = Personal = =

Hannah Dodd was born on 27 April 1992 , and is from Arcadia , New South Wales.",1,gold,2,9
157,3499318690_3,3499318690,Content|Numeric,"A fund raiser was organised by Arcadia , New South Wales , residents.","= = Personal = =

Hannah Dodd was born on 27 April 1992 , and is from Arcadia , New South Wales.",0,in_doc_negative,28,9
158,3499318690_3,3499318690,Content|Numeric,"She has to strap her fingers and wrists , and usually dislocates a shoulder during a game.",The fast pace really gives you an adrenalin kick and the girls I play with are awesome.,0,in_doc_negative,33,35
159,3499318690_3,3499318690,Content|Numeric,"She can walk with the aide of a caliper , and also uses a wheelchair.","She won the Australian national championships again in 2011 , along with the Oceania Championships and the National Titles team events.",0,in_doc_negative,14,24
160,3499318690_3,3499318690,Content|Numeric,Hannah Dodd was born on 15 May 1992.,""" She made her debut with the national team , known as the Gliders , at the Osaka Cup in Osaka in February 2015.",0,in_doc_negative,2,37
161,3502252163_1,3502252163,Negation,M - 82 is not a state trunkline in the Lower Peninsula in the US state of Michigan.,"= M - 82 ( Michigan highway ) =

M - 82 is a state trunkline in the Lower Peninsula in the US state of Michigan that travels between Fremont and Howard City.",1,gold,18,0
162,3502252163_1,3502252163,Negation,"Instead of heading northwesterly to Hart , it was continued west to end in Shelby.","= = = Current designation = = =

The current M - 82 dates back to 1926.",0,in_doc_negative,33,27
163,3502252163_1,3502252163,Negation,"The traffic nadir was 4 @,@ 018 vehicles east of Newaygo.",Two realignments in 1963 and 1964 rerouted the western end of the highway again.,0,in_doc_negative,22,34
164,3502252163_1,3502252163,Negation,The last change came in 1978 when the concurrency with M - 120 was eliminated in favor of M - 120.,"M - 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M - 57 between Cedar Springs and Casnovia.",0,in_doc_negative,43,41
165,3502252163_1,3502252163,Negation,It was later replaced by M - 48 in 1926.,"= = = Current designation = = =

The current M - 82 dates back to 1926.",0,in_doc_negative,26,27
166,3502252163_3,3502252163,Negation,The Lower Peninsula routing has not been in use since the 1920s.,The Lower Peninsula routing has been in use since the 1920s.,1,gold,2,4
167,3502252163_3,3502252163,Negation,The current version of M - 82 is actually the second in the state ; the first usage appeared in the Upper Peninsula by 1919.,"In 2009 , the department 's measurements indicated that a segment of M - 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily.",0,in_doc_negative,3,21
168,3502252163_3,3502252163,Negation,The section between Newaygo and Howard City travels through Fremont and along the southern edge of Manistee National Forest.,The trunkline started at M - 25 and ran north of Newberry to the vicinity of Eight Mile Corner.,0,in_doc_negative,1,25
169,3502252163_3,3502252163,Negation,The highway was moved to a new alignment west of Ferry in late 1947 or early 1948.,This freed up the Newaygo to Howard City highway for a return to the M - 82 designation.,0,in_doc_negative,32,42
170,3502252163_3,3502252163,Negation,The highway was moved to a new alignment west of Ferry in late 1947 or early 1948.,A larger change around 1969 reconfigured the highway designations in Oceana County.,0,in_doc_negative,32,36
171,3502252163_4,3502252163,Negation,Various extensions and truncations have not shifted the terminus as far west as New Era or Hesperia in the past.,Various extensions and truncations have shifted the terminus as far west as New Era or Hesperia in the past.,1,gold,38,4
172,3502252163_4,3502252163,Negation,M - 82 follows Fremont Street east to a junction with M - 37.,The section between Newaygo and Howard City travels through Fremont and along the southern edge of Manistee National Forest.,0,in_doc_negative,14,1
173,3502252163_4,3502252163,Negation,Various extensions and truncations have shifted the terminus as far west as New Era or Hesperia in the past.,"Instead of heading northwesterly to Hart , it was continued west to end in Shelby.",0,in_doc_negative,4,32
174,3502252163_4,3502252163,Negation,"In 2009 , the department 's measurements indicated that a segment of M - 82 west of Fremont had the peak volume for the highway at 16 @,@ 532 vehicles daily.",The last change came in 1978 when the concurrency with M - 120 was eliminated in favor of M - 120.,0,in_doc_negative,20,43
175,3502252163_4,3502252163,Negation,"The road , now called Main Street , passes through the downtown area and M - 82 turns south along Stewart Avenue out of town.",Various extensions and truncations have shifted the terminus as far west as New Era or Hesperia in the past.,0,in_doc_negative,11,4
176,3502252163_5,3502252163,Negation,The current route was not finalized in the late 1970s.,"The current route was finalized in the late 1970s

= = Route description = =

M - 82 begins at a junction with M - 120 and B - 96 west of Fremont.",1,gold,4,6
177,3502252163_5,3502252163,Negation,"The highway was routed through Ferry , Hesperia and Fremont , replacing M - 41.","This time it was realigned to run from Hesperia to New Era , bypassing Ferry.",0,in_doc_negative,29,35
178,3502252163_5,3502252163,Negation,The two highways merge and run concurrently over the river and into downtown on State Street.,"= = = Current designation = = =

The current M - 82 dates back to 1926.",0,in_doc_negative,16,27
179,3502252163_5,3502252163,Negation,"The traffic nadir was 4 @,@ 018 vehicles east of Newaygo.","= = History = =

= = = Previous designation = = =

The first usage of M - 82 was in the Upper Peninsula by July 1 , 1919.",0,in_doc_negative,22,24
180,3502252163_5,3502252163,Negation,"M - 46 was rerouted to follow the US 131 freeway south of Howard City to Cedar Springs , and replaced M - 57 between Cedar Springs and Casnovia.","= = History = =

= = = Previous designation = = =

The first usage of M - 82 was in the Upper Peninsula by July 1 , 1919.",0,in_doc_negative,41,24
181,3502252167_8,3502252167,Content,"= = Habitat and distribution = =

Mycena inclinata is a saprobic fungus, deriving its nutrients from living plants such as leaves, twigs, bark and branches.It accomplishes this by producing enzymes capable of breaking down the three major biochemical components of plant cell walls found in litter : cellulose , hemicellulose and lignin.",The fruit bodies of Mycena inclinata grow in dense groups or clusters on decaying hardwood logs and stumps ( especially oak and chestnut ) during the spring and autumn.,1,gold,72,73
182,3502252167_8,3502252167,Content,inclinata was found to be closely related to M.,"The range of the fungus also includes Europe , the Canary Islands , North Africa , East Siberia , Japan , Malesia , Turkey , and New Zealand.",0,in_doc_negative,19,78
183,3502252167_8,3502252167,Content,"It has been found in Oregon , but the species appears to be generally rare along the Pacific Coast.",galericulata and M.,0,in_doc_negative,77,12
184,3502252167_8,3502252167,Content,inclinata may be confused include M.,5 cm ( 1.,0,in_doc_negative,11,2
185,3502252167_8,3502252167,Content,"The variety kinabaluensis ( named after its type locality , Kinabalu ) has a cap margin that is not scalloped , little or no odor , and cheilocystidia with shorter processes.","calopus ( named by Fries in 1873 ) , are synonyms.",0,in_doc_negative,58,17
186,3502252167_8,3502252167,Content,5 cm ( 0.,"= Mycena inclinata =

Mycena inclinata , commonly known as the clustered bonnet or the oak - stump bonnet cap , is a species of mushroom in the family Mycenaceae.",0,in_doc_negative,26,0
187,3502252167_8,3502252167,Content,polygramma has a ridged stem that is bluish - gray.,"= = = Similar species = = =

Mycena maculata bears some resemblance to M.",0,in_doc_negative,71,61
188,3502252167_8,3502252167,Content,"The dyes are not readily biodegradable , and when discharged into the environment are persistent and many are toxic.",inclinata.,0,in_doc_negative,84,64
189,3502252167_8,3502252167,Content,2 to 3.,5 cm ( 0.,0,in_doc_negative,37,26
190,3502252172_8,3502252172,Content,No redevelopment was expected with Josephine as it began to move over colder waters and remain under strong wind shear until it dissipated.,Croix where up to 1 in ( 25.,0,in_doc_negative,42,56
191,3502252172_8,3502252172,Content,"Despite the lack of wind shear around the storm , the center became slightly exposed and ceased further intensification.",4 mm ) of rain fell.,0,in_doc_negative,18,57
192,3502252172_8,3502252172,Content,"Finally , on September 9 , wind shear and dry air led to the remnants of Josephine deteriorating into an open wave.",Croix where up to 1 in ( 25.,0,in_doc_negative,48,56
193,3502252172_8,3502252172,Content,"Despite continuing effects from the strong wind shear , a large , deep burst of convection formed in the northern semicircle of Josephine.",The heavy rains led to minor street flooding and some urban flooding.,0,in_doc_negative,28,58
194,3502252172_8,3502252172,Content,"By mid - morning , Josephine re - intensified slightly due to the redevelopment of some convection.","Finally , on September 9 , wind shear and dry air led to the remnants of Josephine deteriorating into an open wave.",0,in_doc_negative,34,48
195,3502252172_8,3502252172,Content,"Over the next several days , Josephine moved in a general west - northwest direction and reached its peak intensity early on September 3.","It tracked south of Cape Verde and slowly developed , and on September 2 the disturbance became Tropical Depression Ten while located south - southeast of the Cape Verde islands.",0,in_doc_negative,4,12
196,3502252172_8,3502252172,Content,Croix.,"Josephine regained a small amount of convection in the late night hours , but not enough to still be classified a tropical storm.",0,in_doc_negative,10,37
197,3502252172_8,3502252172,Content,"Despite the lack of wind shear around the storm , the center became slightly exposed and ceased further intensification.",The storm was also heading into an area where shear was forecasted to significantly increase due to an upper - level trough diving southward.,0,in_doc_negative,18,19
198,3503017433_5,3503017433,Content|Negation,The team has participated in major regional and international tournaments.,"The team has not participated in major regional and international tournaments , including the Women 's World Cup , the 2010 African Women 's Championship or the 2011 All - Africa Games.",1,gold,1,9
199,3503017433_5,3503017433,Content|Negation,"= = The team = =

In 1985 , few countries had women 's national football teams.","The Gambia has two youth teams , an under - 17 side that has competed in FIFA U - 17 Women 's World Cup qualifiers , and an under - 19 side that withdrew from regional qualifiers for an under - 19 World Cup.",0,in_doc_negative,5,3
200,3503017433_5,3503017433,Content|Negation,"While the sport gained popularity worldwide in later decades , the Gambia 's national team only played its first game in 2007.","Funding is another issue impacting the game in Africa , where most financial assistance comes from FIFA and not national football associations.",0,in_doc_negative,6,24
201,3503017433_5,3503017433,Content|Negation,The Gambia first played Sierra Leone in a pair of qualifying matches for the tournament.,"A national competition was launched in 2007 , the same year FIFA started an education course on football for women.",0,in_doc_negative,13,29
202,3503017433_5,3503017433,Content|Negation,Many women footballers leave the continent to seek greater opportunity in Europe or the United States.,That game was not FIFA - recognised.,0,in_doc_negative,26,7
203,3503017435_4,3503017435,Content|Perspective/View/Opinion,"=

= Transactions =

= During the off - season the Blue Jackets parted ways with defensemen Jan Hejda , Anton Stralman , Sami Lepisto and Mike Commodore.Hejda, who played four of his first five NHL seasons with the Blue Jackets, was offered a contract by Columbus and felt that the organization valued him, so he stayed with the team.Columbus had offered him a three - year , $ 7.","He instead signed a four - year , $ 13 million deal with the Colorado Avalanche.",1,gold,11,13
204,3503017435_4,3503017435,Content|Perspective/View/Opinion,"He instead signed a four - year , $ 13 million deal with the Colorado Avalanche.","He served as the back - up to Allen York during the game , and the following day , he signed a contract for the remainder of the year.",0,in_doc_negative,13,5
205,3503017435_4,3503017435,Content|Perspective/View/Opinion,"He was waived , sent to the minors and eventually had his contract bought out.","Commodore had originally signed a big contract with the Blue Jackets in 2008 , but fell out of favor.",0,in_doc_negative,16,15
206,3503017435_4,3503017435,Content|Perspective/View/Opinion,"Stralman and Lepisto were not given qualifying offers which made them unrestricted free agents , and both signed with other teams.","In order to replace the departed players , Columbus not only acquired James Wisniewski , but also signed ten - year NHL veteran Radek Martinek.",0,in_doc_negative,14,17
207,3503017435_4,3503017435,Content|Perspective/View/Opinion,Martinek played only seven games with the Blue Jackets before suffering a concussion and missing the remainder of the season.,"=

= Transactions =

= During the off - season the Blue Jackets parted ways with defensemen Jan Hejda , Anton Stralman , Sami Lepisto and Mike Commodore.Hejda, who played four of his first five NHL seasons with the Blue Jackets, was offered a contract by Columbus and felt that the organization valued him, so he stayed with the team.Columbus had offered him a three - year , $ 7.",0,in_doc_negative,18,11
208,3503017438_1,3503017438,Content,"= = History = =

Nebraska Highway 88 is a highway in southeastern Nebraska.","= Nebraska Highway 88 =

Nebraska Highway 88 ( N - 88 ) is a highway in northwestern Nebraska.",1,gold,26,0
209,3503017438_1,3503017438,Content,"This is expressed in terms of annual average daily traffic ( AADT ) , a measure of traffic volume for any average day of the year.","= Nebraska Highway 88 =

Nebraska Highway 88 ( N - 88 ) is a highway in northwestern Nebraska.",0,in_doc_negative,24,0
210,3503017438_1,3503017438,Content,N - 88 continues east to south of Bridgeport.,That road became part of N - 88 by 1986.,0,in_doc_negative,3,34
211,3503017438_1,3503017438,Content,"This is expressed in terms of annual average daily traffic ( AADT ) , a measure of traffic volume for any average day of the year.","The road crosses over Pumpkin Creek four times , and enters the unincorporated community of Redington.",0,in_doc_negative,24,16
212,3503017438_1,3503017438,Content,Four miles ( 6.,The road intersects a railroad owned by BNSF Railway.,0,in_doc_negative,13,21
213,3503017445_1,3503017445,Content,Krasnyi Kavkaz began construction after World War I.,"= Soviet cruiser Krasnyi Kavkaz =

Krasnyi Kavkaz ( from Russian : "" Красный Кавказ "" - "" Red Caucasus "" ) was a cruiser of the Soviet Navy that began construction during World War I , but was still incomplete during the Russian Revolution.",1,gold,11,0
214,3503017445_1,3503017445,Content,"Four near - misses close to her stern damaged her steering , her left propeller shaft , blew off one propeller and put enough holes in her stern that flooding caused her draft to increase by 5 metres ( 16 ft ).",2 mm Lender AA guns were exchanged for four Italian Minizini twin gun 50 - caliber 100 mm ( 3.,0,in_doc_negative,51,28
215,3503017445_1,3503017445,Content,On 1 and 3 January she ferried supplies and reinforcements for the Soviet bridgehead on the Kerch Peninsula.,2 mm Lender AA guns mounted between her funnels.,0,in_doc_negative,48,18
216,3503017445_1,3503017445,Content,She was hit seventeen times by Axis artillery and mortar fire in retaliation.,"She helped to transport the 388th Rifle Division from Novorossiysk and Tuapse to Sevastopol between 7 and 13 December and the 354th Rifle Division between 21 and 22 December , bombarding German positions in the interim.",0,in_doc_negative,47,45
217,3503017445_1,3503017445,Content,Three twin turrets mounting the new 57 - caliber 180 mm ( 7.,She was reclassified as a training ship in May 1947 before being used as a target in 1952.,0,in_doc_negative,13,4
218,3503017445_2,3503017445,Negation,Her design was not modified by the Soviets.,Her design was heavily modified by the Soviets and she was completed in 1932.,1,gold,10,1
219,3503017445_2,3503017445,Negation,"She was given an aircraft - handling crane , but a catapult wasn 't installed aft of her rear funnel until 1935 when a Heinkel catapult was imported from Germany.","On 25 January 1919 , the ship was formally renamed in "" Hetman Petro Doroshenko "" , but Mykolaiv was captured shortly afterward by the Entente.",0,in_doc_negative,21,8
220,3503017445_2,3503017445,Negation,During the Siege of Sevastopol she provided gunfire support and evacuated cut - off troops from elsewhere in the Crimea into Sevastopol and brought in reinforcements from Caucasian ports.,"She made it to Novorossiysk , escorted by the destroyer Sposobnyi , where she was patched up enough to make to Poti where more permanent repairs could be made.",0,in_doc_negative,44,52
221,3503017445_2,3503017445,Negation,"Four near - misses close to her stern damaged her steering , her left propeller shaft , blew off one propeller and put enough holes in her stern that flooding caused her draft to increase by 5 metres ( 16 ft ).",During the Kerch - Feodosiya Operation Krasnyi Kavkaz sailed into the harbor of Feodosiya on 29 December 1941 and disembarked reinforcements and provided gunfire support for Soviet troops already ashore.,0,in_doc_negative,51,46
222,3503017445_2,3503017445,Negation,On the return voyage she was severely damaged by German Junkers Ju 87 Stuka dive - bombers from II.,"During World War II she supported Soviet troops during the Siege of Odessa , Siege of Sevastopol , and the Kerch - Feodosiya Operation in the winter of 1941 — 42.",0,in_doc_negative,49,2
223,3503017450_1,3503017450,Content,The French cruiser Sully was an armored cruiser of the Gueydon class.,"= French cruiser Sully =

The French cruiser Sully was an armored cruiser of the Gloire class that was built for the French Navy in the early 1900s.",1,gold,39,0
224,3503017450_1,3503017450,Content,Her crew numbered 612 officers and men.,"The ship struck a rock in Hạ Long Bay , French Indochina in 1905 , only eight months after she was completed , and was a total loss.",0,in_doc_negative,4,2
225,3503017450_1,3503017450,Content,Twenty - four Belleville water - tube boilers provided steam for her engines.,The waterline armored belt of the Gloire - class ships was 170 millimeters ( 6.,0,in_doc_negative,11,25
226,3503017450_1,3503017450,Content,Her intermediate armament was eight 45 - caliber Canon de 164 mm Modèle 1893 guns.,6 in ) 45 - caliber guns were mounted in single gun turrets fore and aft.,0,in_doc_negative,19,18
227,3503017450_1,3503017450,Content,Sully 's main armament consisted of two 194 - millimeter ( 7.,Twenty - four Belleville water - tube boilers provided steam for her engines.,0,in_doc_negative,17,11
